,Unnamed: 0,image,dataset
124,17419,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_92E875B7_DD1A0EF8_274BB665_13674_2.npy,train
125,5630,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_6_78EA02B0_0FD9D4B5_3FAF57EF_8841_2.npy,train
126,2261,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_0729235E_071B0BDE_9F8B2222_11426_3.npy,train
127,28433,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_7C2BED34_F43F0818_E333D57F_1525_2.npy,train
128,6418,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_DDF5EEC6_D3799486_5B3C8BA3_26493_2.npy,train
129,17708,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_C6163CE5_1047D626_5A797E4A_17622_2.npy,train
130,18505,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_FAC8E8FD_1727316E_3E09976C_28395_3.npy,train
131,4439,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_5F9E583B_ABF596E8_85FE3F86_31732_3.npy,train
132,17176,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_580A264F_57FC0ECF_677843E3_36730_2.npy,train
133,17837,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_333FF3C5_7D718D06_C7A32DE7_15848_2.npy,train
134,747,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_A1360A62_B0C83BEB_D309B485_39799_2.npy,val
135,6431,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_56F1ED67_A12386A8_EB5527C2_15787_4.npy,train
136,751,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_A1360A62_B0C83BEB_DC4EC634_39799_2.npy,val
137,28666,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_7DE27164_7DD459E4_C21014FD_19473_3.npy,train
138,1909,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_58C608AB_8750FD8F_3DAEC2EC_3180_3.npy,val
139,15348,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_2E5D0218_36C7ADBF_7D9FE3FE_12842_2.npy,train
140,21799,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_40555801_40474081_DB3B72E4_19472_4.npy,train
141,3071,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_6145994C_AB77328D_F5A8CBCE_15987_3.npy,train
142,1815,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_574AA5A1_A17C3EE2_EBADDF85_12683_3.npy,train
143,5583,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_54188A13_540A7293_AC5527AF_21820_3.npy,train
144,5104,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_37D169AF_88DCAFE9_9CA4FC5E_29350_2.npy,train
145,38326,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_753B4201_0BD3D4A1_32255EC7_24486_1.npy,train
146,13959,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_6_CCCF9CE7_17013628_6132D9F3_8747_1.npy,train
147,31635,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_213D212E_46787BBC_5B57C7A3_16179_3.npy,train
148,7539,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_1DD9A1A0_13597686_E32042CF_31229_3.npy,train
149,1295,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_53E068F7_9E120238_E8439B79_23531_3.npy,val
150,25723,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_70EC95E2_F2577F6A_A414DA0D_27324_2.npy,train
151,21393,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_C91F8291_C9116B11_22E557B6_36744_2.npy,train
152,1227,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_2695C7A4_755A73EC_E6207526_14116_3.npy,val
153,19921,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_D44D45B7_D43F2E37_0E624220_19085_2.npy,train
154,2842,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_BEDD4F88_DA3898AC_D0183F44_19553_2.npy,train
155,11417,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_F6D376FE_4105103F_8B36ACA1_29559_2.npy,train
156,12433,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_DE2641BC_B49B6B1B_5CBD0999_17684_2.npy,train
157,3304,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_4298602F_8CC9F970_D6FB9657_5531_2.npy,train
158,16287,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_6E2DECDD_6E1FD55D_7D262204_25033_2.npy,train
159,37098,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_A9E3DCC9_A9D5C549_7EC6BFF6_33239_1.npy,train
160,8606,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_81C3C6E3_63DF98FD_DBB55542_7438_2.npy,train
161,12514,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_9B81E6E4_E5B38025_2FE51D64_11746_2.npy,train
162,18332,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_D1C8C582_D1BAAE02_9B2D02FE_19575_2.npy,train
163,21254,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_FFACCE35_49DE6776_94100BA3_14875_2.npy,train
164,2807,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_B9CB5EB3_B9BD4733_47C1EED8_27823_3.npy,val
165,14634,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_03DE34FA_03D01D7A_B7FAD271_22590_1.npy,train
166,32592,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_77FD1D3A_77EF05BA_2D2E17E3_15310_3.npy,train
167,5531,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_CE51CC09_562AC64D_3B416B4E_30303_2.npy,train
168,158,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_AE02BC6F_F83455B0_4265F771_38428_3.npy,val
169,13237,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_21_8FAA8CFF_8F9C757F_419C50A9_28150_2.npy,train
170,6282,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_7631AFE4_76239864_6B1B7C0A_15803_2.npy,train
171,4157,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_C608E0D5_C5FAC955_2FE5555E_23458_2.npy,train
172,628,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_FA93C450_44C55D91_8EF6FF11_6419_2.npy,train
173,4559,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_A189F458_EBBB8D99_35ED2DC3_34094_3.npy,train
174,25701,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_E2EB9BB5_8858F455_162B94D5_20983_3.npy,train
175,1430,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_7C30832E_C6621C6F_1093BA83_3316_3.npy,train
176,2498,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_3D7DE2A1_F322EE79_27FB11DA_15269_4.npy,val
177,5551,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_62458CA6_B2BD02D1_BFA9D6B2_21754_1.npy,val
178,4293,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_67D035BE_B201CEFF_FC336840_16574_2.npy,train
179,900,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_AC487204_2215E71D_E621430C_12900_3.npy,train
180,28514,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_E9CAF759_26D8BFD6_BE7CA183_5833_2.npy,train
181,39015,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_D2BA7F73_D2AC67F3_20E04950_19371_3.npy,train
182,21745,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_19_034737C1_4D78D102_97AA78CB_26368_2.npy,train
183,9801,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_491111E3_9342AB24_DD744806_7673_4.npy,train
184,9168,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_03BBCB59_340A4AC1_FCAA4C41_209_1.npy,train
185,7623,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_17DA19B5_17CC0235_3E651FB9_22666_2.npy,train
186,7886,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_6C4430CB_06040AA9_677970A1_37920_3.npy,train
187,689,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_2CC540FF_76F6DA40_C13251FF_1368_1.npy,train
188,5951,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_CD67B121_06E688D8_F52FDA03_25113_2.npy,val
189,15358,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_55AE59DF_55A0425F_CC4C4043_19280_2.npy,train
190,23626,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_48131AC9_D4E665EB_75E570B5_15940_3.npy,train
191,1389,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_46F6B0EB_91284A2C_DB59EA94_35055_2.npy,train
192,27447,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_68EFD516_68E1BD96_255F5E94_31926_3.npy,train
193,7031,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_14_FDF893C8_482A2D09_925BC64A_21496_2.npy,train
194,11500,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_6D69FF91_B79B98D2_01CD32CA_31906_1.npy,train
195,6574,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_25EB948A_25DD7D0A_C1AF2FC0_14493_2.npy,train
196,4792,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_BC458FF5_2414D47C_E02CC69A_22256_2.npy,train
197,20208,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_248AFDD6_6EBC9717_B8EE3058_15796_2.npy,train
198,38715,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_6E65EDD8_6E57D658_586286A1_15512_1.npy,train
199,26479,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_5B444867_5B3630E7_A7F4BC81_19023_3.npy,train
200,33003,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_15_CF698315_CF5B6B95_C5985B38_22306_3.npy,train
201,13108,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_842D41A2_CE5EDAE3_18907427_36895_1.npy,train
202,4735,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_92E3B6C3_DD155004_2746E945_8321_2.npy,train
203,2901,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_698757C0_B3B8F101_FDEA8A42_16761_4.npy,train
204,3571,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_6086E231_7E2C36E5_2C98751D_15073_2.npy,val
205,699,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_6325646E_63174CEE_414678B7_18596_3.npy,val
206,2998,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_22_BDD98C50_1DFBAA4B_9DAF85E2_29708_2.npy,train
207,10708,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_2AC00237_74F19B78_BF233C7B_6960_3.npy,train
208,38985,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_9AB64BF0_1ECDACD5_F0E07A13_27636_3.npy,train
209,34766,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_3BD34170_3BC529F0_9208ED9E_17983_2.npy,train
210,22732,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_3_EB4D4DF4_EB3F3674_DDAF8C33_36_3.npy,train
211,33571,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_F9D002AA_96F7D819_2A8F007D_7497_3.npy,train
212,19770,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_AF9F9851_AF9180D1_BA8BDAB8_32997_3.npy,train
213,23538,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_5680B100_5DE61AE7_803134AC_13869_3.npy,train
214,28410,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_53D0C723_476D3401_8D06DAC3_25535_2.npy,train
215,5992,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_6AAC0785_1E1DE3E6_6672E010_30797_2.npy,train
216,17808,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_0_753FCDF3_BF716734_09A30850_32064_3.npy,train
217,11890,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_9_63401A03_AD71B344_F7AD3611_11008_1.npy,train
218,7720,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_C10F51BB_0B40EAFC_55728534_5597_2.npy,train
219,39831,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_20_E205E662_2A5F0A34_F015E1FB_27596_2.npy,train
220,29977,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_2_8941DFA9_8933C829_1B9E8725_35415_4.npy,train
221,8690,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_18_D30EEB45_1D408486_6772741D_25463_2.npy,train
222,20682,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_16_BC8423AB_BC760C2B_95C6C10B_23474_2.npy,train
223,10766,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_8F89212D_D9BABA6E_23ECACCF_13240_3.npy,train
224,35987,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_23_D7403758_D7321FD8_F0E0B73C_31051_2.npy,train
225,14977,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_5_4FC88E2F_F77FE38B_6B300A53_8253_2.npy,train
226,32812,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_31CAEBFF_31BCD47F_88B93B7E_16602_2.npy,train
227,10258,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_16_54EDA7B8_54DF9038_9477CF38_7275_3.npy,train
228,4643,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_12_1E098088_683B19C9_B26CB30A_15685_1.npy,train
229,35812,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_DC497FC7_7F9E1F74_58C6964D_17711_1.npy,train
230,27586,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_17_6FAEC857_6FA0B0D7_702B52B6_24530_4.npy,train
231,33873,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_4_41E54EC3_41D73743_6DDC14A1_5036_1.npy,train
232,1122,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_07872810_F5CF3DE1_BC198D1F_13702_2.npy,val
233,4834,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_63A61DE3_9779BFFB_1011306B_19617_2.npy,train
234,7095,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_11_51F585C3_690BE4BD_0C32BE9A_1382_3.npy,train
235,17017,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_2E2C0016_785D9957_C28F8586_10337_3.npy,train
236,900,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_9A21C98B_82771C55_E468B33E_18712_2.npy,train
237,18580,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_7_6F3FBC17_6F31A497_980583C2_10588_3.npy,train
238,20361,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_19_1_7C49ADEF_C67B4730_247C43E3_32543_2.npy,train
239,14025,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_822C2A6B_0AB124A2_F27BE60E_19010_1.npy,train
240,24250,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_14_BD1AA634_B9F29655_C8A299E0_18053_2.npy,train
241,6534,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_13_593F6015_8473A11B_071ECD8B_17317_2.npy,train
242,1424,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_tensorflow2/_mnt_jk489_acr_dmist_DMIST-SHA_2019_2_18_13_CC998A63_16CB23A4_60FCC081_20581_3.npy,train
243,20009,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_C928BA30_31C6515F_13E06DE8_13571_3.npy,train
244,2791,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_15_EEAAE7AD_EE9CD02D_36627CAF_19025_1.npy,train
245,13669,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow4/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_D33D0A42_D32EF2C2_69145861_12191_1.npy,train
246,6754,/sddata/data/dmist/dmist_preprocessed_npys/preprocessed_newset_tensorflow3/_mnt_jk489_acr_dmist_DMIST-SHA-part2_DMIST-SHA_2019_3_22_10_A4A70648_660AFFF2_24450FAA_12897_1.npy,train
